date,campaign_id,platform,ad_type,campaign_objective,target_region,target_age_group,target_gender,impressions,clicks,ctr_percent,spend_usd,cpc_usd,cpm_usd,conversions,conversion_rate_percent,roi,likes,shares,comments,engagement_rate_percent,Year,Month,Day,Quarter,Day_of_Week,Total_Engagement,Cost_Per_Conversion,High_ROI,High_Engagement
2024-04-28,CMP1486,Twitter/X,Video,Brand Awareness,Europe,35-44,Male,10654,402,3.777,373.86,0.93,35.09,18,4.57,-0.22,196,43,28,2.506,2024,4,28,2,Sunday,267,20.77,0,0
2024-04-10,CMP1469,Google Ads,Carousel,Engagement,North America,45-54,Other,5998,66,1.105,41.58,0.63,6.93,2,3.56,1.46,306,17,45,6.135,2024,4,10,2,Wednesday,368,20.79,1,1
2024-10-03,CMP1645,Instagram,Image,Brand Awareness,Asia,55+,Male,12967,539,4.164,1315.16,2.44,101.42,35,6.64,2.61,156,8,17,1.396,2024,10,3,4,Thursday,181,37.576,1,0
2024-06-03,CMP1521,LinkedIn,Search,Brand Awareness,North America,13-17,Other,15374,196,1.281,488.04,2.49,31.74,10,5.54,1.16,526,123,28,4.404,2024,6,3,2,Monday,677,48.804,0,1
2023-05-06,CMP1125,YouTube,Search,App Installs,Africa,13-17,Male,8668,317,3.66,351.87,1.11,40.59,5,1.72,1.46,210,19,21,2.884,2023,5,6,2,Saturday,250,70.374,1,0
2023-10-07,CMP1279,TikTok,Banner,Sales Conversion,Europe,45-54,Male,8903,75,0.846,20.25,0.27,2.27,3,5.19,0.33,317,22,40,4.257,2023,10,7,4,Saturday,379,6.75,0,0
2024-03-15,CMP1441,YouTube,Story,Engagement,Oceania,35-44,Female,13007,455,3.504,182.0,0.4,13.99,19,4.21,0.52,313,29,29,2.852,2024,3,15,1,Friday,371,9.578947368421053,0,0
2024-10-10,CMP1648,Twitter/X,Video,Brand Awareness,Asia,45-54,Male,3184,142,4.476,68.16,0.48,21.41,7,5.13,2.55,132,29,15,5.528,2024,10,10,4,Thursday,176,9.737142857142857,1,1
2023-05-03,CMP1123,TikTok,Image,Engagement,Europe,45-54,Male,8625,180,2.093,302.4,1.68,35.06,12,6.95,0.16,271,18,20,3.583,2023,5,3,2,Wednesday,309,25.2,0,0
2024-03-16,CMP1442,Twitter/X,Search,Engagement,Asia,18-24,Male,2567,71,2.801,89.46,1.26,34.85,3,5.36,2.62,76,17,4,3.779,2024,3,16,1,Saturday,97,29.819999999999997,1,0
2023-08-27,CMP1240,LinkedIn,Banner,Sales Conversion,Africa,45-54,Male,16827,329,1.959,730.38,2.22,43.41,12,3.7,1.41,172,9,6,1.111,2023,8,27,3,Sunday,187,60.865,1,0
2023-09-14,CMP1258,YouTube,Carousel,Lead Generation,Asia,45-54,Male,15346,674,4.394,505.5,0.75,32.94,50,7.46,0.49,243,14,14,1.766,2023,9,14,3,Thursday,271,10.11,0,0
2023-02-26,CMP1060,Facebook,Video,Sales Conversion,Africa,45-54,Other,12973,210,1.625,399.0,1.9,30.76,5,2.39,1.2,380,93,29,3.87,2023,2,26,1,Sunday,502,79.8,0,0
2023-03-16,CMP1074,Twitter/X,Search,Lead Generation,North America,35-44,Male,18759,811,4.327,997.53,1.23,53.18,50,6.26,1.65,478,118,16,3.262,2023,3,16,1,Thursday,612,19.950599999999998,1,0
2024-03-01,CMP1425,LinkedIn,Banner,Brand Awareness,Europe,35-44,Female,5249,108,2.072,218.16,2.02,41.56,1,1.5,2.89,168,32,14,4.077,2024,3,1,1,Friday,214,218.16,1,0
2023-01-30,CMP1031,Twitter/X,Story,Brand Awareness,Africa,13-17,Female,6334,218,3.456,403.3,1.85,63.67,13,6.3,2.06,246,13,18,4.373,2023,1,30,1,Monday,277,31.023076923076925,1,1
2024-11-29,CMP1700,Twitter/X,Banner,Engagement,South America,55+,Other,12328,243,1.974,585.63,2.41,47.5,15,6.27,0.53,183,41,18,1.963,2024,11,29,4,Friday,242,39.042,0,0
2024-12-28,CMP1731,Facebook,Carousel,Brand Awareness,Africa,13-17,Male,14361,358,2.493,179.0,0.5,12.46,21,5.94,0.28,195,35,7,1.65,2024,12,28,4,Saturday,237,8.523809523809524,0,0
2023-06-20,CMP1170,Google Ads,Story,Sales Conversion,Europe,35-44,Other,12720,111,0.88,89.91,0.81,7.07,5,5.04,2.05,652,153,51,6.73,2023,6,20,2,Tuesday,856,17.982,1,1
2024-04-20,CMP1479,LinkedIn,Search,Engagement,Oceania,55+,Male,12068,392,3.251,603.68,1.54,50.02,18,4.83,0.37,495,90,67,5.403,2024,4,20,2,Saturday,652,33.53777777777778,0,1
2023-09-14,CMP1257,LinkedIn,Search,Engagement,Europe,25-34,Female,4649,31,0.687,11.16,0.36,2.4,0,0.95,1.08,93,19,9,2.603,2023,9,14,3,Thursday,121,0.0,0,0
2024-04-12,CMP1467,LinkedIn,Image,Engagement,South America,55+,Female,18049,459,2.546,1060.29,2.31,58.75,36,7.91,2.69,842,114,38,5.507,2024,4,12,2,Friday,994,29.4525,1,1
2024-10-01,CMP1643,TikTok,Banner,App Installs,Africa,13-17,Other,21896,429,1.963,772.2,1.8,35.27,15,3.55,0.96,729,53,39,3.75,2024,10,1,4,Tuesday,821,51.480000000000004,0,0
2024-10-31,CMP1673,Instagram,Search,Brand Awareness,Asia,35-44,Male,27877,400,1.436,300.0,0.75,10.76,14,3.55,0.61,1423,183,209,6.511,2024,10,31,4,Thursday,1815,21.428571428571427,0,1
2023-02-09,CMP1042,Google Ads,Image,App Installs,Europe,35-44,Other,21017,768,3.658,660.48,0.86,31.43,12,1.63,0.64,605,121,57,3.726,2023,2,9,1,Thursday,783,55.04,0,0
2023-01-12,CMP1011,Google Ads,Banner,Brand Awareness,Oceania,55+,Female,12845,131,1.023,314.4,2.4,24.48,6,4.8,2.78,497,72,33,4.687,2023,1,12,1,Thursday,602,52.4,1,1
2024-11-19,CMP1689,Instagram,Search,Sales Conversion,North America,25-34,Female,28514,264,0.928,641.52,2.43,22.5,11,4.21,2.52,485,68,35,2.062,2024,11,19,4,Tuesday,588,58.32,1,0
2024-10-27,CMP1665,Instagram,Image,Engagement,North America,35-44,Other,15845,456,2.881,839.04,1.84,52.95,28,6.34,0.82,623,34,34,4.361,2024,10,27,4,Sunday,691,29.965714285714284,0,0
2024-11-20,CMP1693,Instagram,Banner,App Installs,Africa,45-54,Male,16254,175,1.082,390.25,2.23,24.01,6,3.54,-0.3,409,101,48,3.433,2024,11,20,4,Wednesday,558,65.04166666666667,0,0
2024-06-17,CMP1533,LinkedIn,Banner,Sales Conversion,Asia,55+,Other,18133,553,3.054,1277.43,2.31,70.45,8,1.54,0.12,888,143,69,6.066,2024,6,17,2,Monday,1100,159.67875,0,1
2023-06-17,CMP1167,Instagram,Video,Engagement,Africa,45-54,Other,14953,335,2.247,670.0,2.0,44.81,2,0.88,0.35,307,76,30,2.762,2023,6,17,2,Saturday,413,335.0,0,0
2023-04-02,CMP1094,Twitter/X,Carousel,App Installs,Africa,55+,Male,4708,227,4.838,456.27,2.01,96.91,12,5.45,2.53,64,9,9,1.742,2023,4,2,2,Sunday,82,38.0225,1,0
2023-10-29,CMP1301,LinkedIn,Story,Lead Generation,South America,45-54,Female,9957,416,4.179,682.24,1.64,68.52,24,5.95,2.42,279,19,39,3.385,2023,10,29,4,Sunday,337,28.426666666666666,1,0
2024-10-08,CMP1650,Twitter/X,Banner,Lead Generation,Oceania,25-34,Other,13567,417,3.078,396.15,0.95,29.2,26,6.47,0.63,252,13,34,2.204,2024,10,8,4,Tuesday,299,15.23653846153846,0,0
2024-01-15,CMP1379,LinkedIn,Story,Brand Awareness,Asia,55+,Female,21355,782,3.665,344.08,0.44,16.11,6,0.85,2.0,253,53,25,1.55,2024,1,15,1,Monday,331,57.346666666666664,1,0
2023-10-09,CMP1281,Twitter/X,Search,App Installs,Africa,35-44,Other,15374,197,1.284,356.57,1.81,23.19,5,2.98,0.34,568,59,57,4.449,2023,10,9,4,Monday,684,71.314,0,1
2023-03-21,CMP1079,YouTube,Image,Brand Awareness,Oceania,35-44,Male,3536,115,3.27,197.8,1.72,55.94,2,2.25,1.32,104,7,10,3.422,2023,3,21,1,Tuesday,121,98.9,0,0
2024-02-09,CMP1404,Twitter/X,Image,Engagement,Oceania,45-54,Other,5633,81,1.455,117.45,1.45,20.85,3,4.13,2.51,295,25,14,5.929,2024,2,9,1,Friday,334,39.15,1,1
2023-04-18,CMP1107,Facebook,Banner,Engagement,Oceania,18-24,Female,6496,297,4.586,739.53,2.49,113.84,16,5.66,-0.19,333,35,27,6.081,2023,4,18,2,Tuesday,395,46.220625,0,1
2024-11-07,CMP1677,Instagram,Image,Lead Generation,South America,18-24,Male,9308,282,3.034,417.36,1.48,44.84,20,7.31,0.44,471,98,35,6.489,2024,11,7,4,Thursday,604,20.868000000000002,0,1
2024-03-31,CMP1458,Twitter/X,Search,Brand Awareness,Oceania,18-24,Other,4150,69,1.681,102.81,1.49,24.77,5,7.64,0.87,123,10,12,3.494,2024,3,31,1,Sunday,145,20.562,0,0
2024-08-30,CMP1609,Facebook,Banner,Brand Awareness,Oceania,18-24,Other,9996,362,3.623,249.78,0.69,24.99,3,0.91,2.65,276,44,35,3.551,2024,8,30,3,Friday,355,83.26,1,0
2024-01-03,CMP1367,YouTube,Story,Engagement,Oceania,13-17,Female,6930,79,1.142,55.3,0.7,7.98,1,1.82,0.08,412,66,25,7.258,2024,1,3,1,Wednesday,503,55.3,0,1
2024-09-20,CMP1628,TikTok,Carousel,Engagement,Oceania,25-34,Other,23112,190,0.824,220.4,1.16,9.54,8,4.27,1.34,994,218,105,5.698,2024,9,20,3,Friday,1317,27.55,0,1
2023-02-20,CMP1051,YouTube,Image,Lead Generation,North America,35-44,Male,2715,71,2.621,133.48,1.88,49.16,1,2.76,1.23,108,9,12,4.751,2023,2,20,1,Monday,129,133.48,0,1
2023-02-06,CMP1037,Google Ads,Image,Sales Conversion,Asia,35-44,Other,16582,633,3.823,1449.57,2.29,87.42,47,7.46,0.25,167,41,23,1.393,2023,2,6,1,Monday,231,30.84191489361702,0,0
2024-07-14,CMP1564,TikTok,Banner,Brand Awareness,Oceania,45-54,Other,30237,1227,4.059,2294.49,1.87,75.88,79,6.51,2.1,775,65,34,2.89,2024,7,14,3,Sunday,874,29.04417721518987,1,0
2024-10-29,CMP1669,Facebook,Search,Sales Conversion,Europe,25-34,Female,17574,404,2.303,399.96,0.99,22.76,28,6.95,-0.04,989,96,87,6.669,2024,10,29,4,Tuesday,1172,14.284285714285714,0,1
2023-05-27,CMP1146,Twitter/X,Search,Sales Conversion,Europe,45-54,Other,10083,59,0.586,69.62,1.18,6.9,1,2.27,2.95,374,68,23,4.612,2023,5,27,2,Saturday,465,69.62,1,1
2023-09-24,CMP1268,Twitter/X,Banner,Lead Generation,Europe,55+,Male,10652,439,4.129,561.92,1.28,52.75,30,6.89,1.17,611,32,90,6.881,2023,9,24,3,Sunday,733,18.730666666666664,0,1
2024-04-02,CMP1459,Twitter/X,Banner,Lead Generation,North America,25-34,Other,9292,176,1.895,45.76,0.26,4.92,2,1.6,1.27,257,63,24,3.702,2024,4,2,2,Tuesday,344,22.88,0,0
2023-10-28,CMP1300,Google Ads,Story,Engagement,South America,55+,Female,8601,326,3.8,547.68,1.68,63.68,5,1.83,1.35,427,87,58,6.65,2023,10,28,4,Saturday,572,109.53599999999999,1,1
2023-09-15,CMP1257,TikTok,Banner,App Installs,Oceania,18-24,Female,19191,392,2.047,262.64,0.67,13.69,28,7.3,2.28,227,54,9,1.511,2023,9,15,3,Friday,290,9.379999999999999,1,0
2023-01-27,CMP1028,Instagram,Story,Sales Conversion,Europe,25-34,Female,16141,119,0.738,295.12,2.48,18.28,3,2.71,0.39,779,78,104,5.954,2023,1,27,1,Friday,961,98.37333333333333,0,1
2024-09-23,CMP1632,TikTok,Search,App Installs,Oceania,45-54,Female,10889,325,2.991,243.75,0.75,22.38,17,5.4,1.21,638,75,71,7.2,2024,9,23,3,Monday,784,14.338235294117647,0,1
2023-08-01,CMP1213,Instagram,Banner,Sales Conversion,Asia,13-17,Male,21131,841,3.983,1126.94,1.34,53.33,12,1.51,1.09,620,74,84,3.682,2023,8,1,3,Tuesday,778,93.91166666666668,0,0
2024-06-10,CMP1528,TikTok,Search,Lead Generation,Europe,45-54,Other,14125,228,1.616,469.68,2.06,33.25,17,7.67,2.61,655,111,24,5.593,2024,6,10,2,Monday,790,27.628235294117648,1,1
2024-03-07,CMP1434,Instagram,Banner,Brand Awareness,Oceania,35-44,Other,18943,130,0.687,192.4,1.48,10.16,5,4.59,1.36,943,229,122,6.831,2024,3,7,1,Thursday,1294,38.480000000000004,1,1
2024-09-20,CMP1631,LinkedIn,Story,Lead Generation,North America,55+,Male,9566,300,3.14,369.0,1.23,38.57,9,3.11,1.51,235,28,30,3.063,2024,9,20,3,Friday,293,41.0,1,0
2023-10-10,CMP1283,Instagram,Carousel,Sales Conversion,Africa,35-44,Male,17209,517,3.005,599.72,1.16,34.85,19,3.78,0.95,196,40,16,1.464,2023,10,10,4,Tuesday,252,31.56421052631579,0,0
2023-06-07,CMP1158,LinkedIn,Search,Engagement,South America,45-54,Male,12928,336,2.605,379.68,1.13,29.37,21,6.48,0.23,529,79,35,4.974,2023,6,7,2,Wednesday,643,18.080000000000002,0,1
2023-01-22,CMP1024,LinkedIn,Image,Engagement,Africa,55+,Other,6026,246,4.094,403.44,1.64,66.95,2,1.22,0.04,74,12,6,1.527,2023,1,22,1,Sunday,92,201.72,0,0
2024-07-02,CMP1549,TikTok,Story,Engagement,North America,55+,Male,19266,234,1.219,446.94,1.91,23.2,2,0.91,0.6,1126,246,40,7.329,2024,7,2,3,Tuesday,1412,223.47,0,1
2024-07-01,CMP1548,Google Ads,Search,Lead Generation,Africa,35-44,Other,5632,50,0.894,73.0,1.46,12.96,3,6.12,-0.19,180,41,20,4.279,2024,7,1,3,Monday,241,24.333333333333332,0,0
2023-10-16,CMP1291,LinkedIn,Video,Lead Generation,South America,45-54,Male,18724,368,1.967,62.56,0.17,3.34,10,2.91,2.24,656,136,74,4.625,2023,10,16,4,Monday,866,6.256,1,1
2024-09-18,CMP1626,YouTube,Search,Lead Generation,Asia,18-24,Female,5416,250,4.632,232.5,0.93,42.93,6,2.75,1.99,148,24,14,3.434,2024,9,18,3,Wednesday,186,38.75,1,0
2023-02-15,CMP1045,Twitter/X,Story,Sales Conversion,Asia,35-44,Male,15153,186,1.233,379.44,2.04,25.04,4,2.6,0.33,533,118,31,4.501,2023,2,15,1,Wednesday,682,94.86,0,1
2024-03-20,CMP1446,Google Ads,Banner,Brand Awareness,North America,25-34,Female,12127,406,3.349,885.08,2.18,72.98,32,7.98,0.97,358,70,38,3.843,2024,3,20,1,Wednesday,466,27.65875,0,0
2023-11-27,CMP1331,Twitter/X,Story,Brand Awareness,Oceania,18-24,Female,9243,105,1.138,57.75,0.55,6.25,5,5.23,2.85,465,43,67,6.221,2023,11,27,4,Monday,575,11.55,1,1
2023-10-12,CMP1285,LinkedIn,Story,Lead Generation,Europe,45-54,Female,15755,207,1.32,509.22,2.46,32.32,14,7.09,2.9,733,60,71,5.484,2023,10,12,4,Thursday,864,36.37285714285714,1,1
2023-03-12,CMP1073,Google Ads,Carousel,Engagement,South America,13-17,Male,22709,431,1.899,706.84,1.64,31.13,2,0.68,2.66,816,116,108,4.58,2023,3,12,1,Sunday,1040,353.42,1,1
2023-11-02,CMP1306,TikTok,Carousel,App Installs,South America,13-17,Female,8405,267,3.178,160.2,0.6,19.06,6,2.25,1.56,219,47,9,3.272,2023,11,2,4,Thursday,275,26.7,1,0
2024-11-16,CMP1686,Twitter/X,Search,Sales Conversion,Europe,25-34,Other,7636,331,4.346,625.59,1.89,81.93,2,0.63,1.54,241,39,24,3.981,2024,11,16,4,Saturday,304,312.795,1,0
2023-10-27,CMP1300,Instagram,Image,Brand Awareness,Africa,18-24,Other,12380,490,3.964,882.0,1.8,71.24,23,4.71,1.05,492,83,27,4.863,2023,10,27,4,Friday,602,38.34782608695652,0,1
2023-12-27,CMP1364,LinkedIn,Video,Lead Generation,North America,18-24,Other,7207,273,3.796,597.87,2.19,82.96,18,6.82,0.57,368,42,38,6.216,2023,12,27,4,Wednesday,448,33.215,0,1
2023-03-29,CMP1091,Twitter/X,Image,App Installs,Asia,25-34,Other,8916,405,4.553,251.1,0.62,28.16,14,3.59,1.68,160,14,10,2.064,2023,3,29,1,Wednesday,184,17.935714285714287,1,0
2024-02-25,CMP1423,Twitter/X,Story,Brand Awareness,Oceania,18-24,Male,2631,110,4.215,82.5,0.75,31.36,3,3.57,1.53,122,17,15,5.853,2024,2,25,1,Sunday,154,27.5,1,1
2024-09-30,CMP1642,Facebook,Search,Brand Awareness,North America,18-24,Female,14235,340,2.391,163.2,0.48,11.46,5,1.57,2.42,498,98,72,4.693,2024,9,30,3,Monday,668,32.64,1,1
2023-11-04,CMP1310,Facebook,Image,Lead Generation,South America,55+,Other,3739,112,3.017,48.16,0.43,12.88,1,1.4,1.81,202,26,18,6.579,2023,11,4,4,Saturday,246,48.16,1,1
2023-02-05,CMP1039,TikTok,Carousel,Lead Generation,Oceania,25-34,Other,1505,46,3.064,32.2,0.7,21.4,2,5.27,2.98,73,6,3,5.449,2023,2,5,1,Sunday,82,16.1,1,1
2024-03-12,CMP1437,YouTube,Video,Lead Generation,Asia,18-24,Female,10489,323,3.082,762.28,2.36,72.67,9,3.07,1.21,520,113,41,6.426,2024,3,12,1,Tuesday,674,84.69777777777777,0,1
2023-08-06,CMP1221,LinkedIn,Image,App Installs,Oceania,25-34,Male,9964,520,5.226,338.0,0.65,33.92,3,0.63,2.79,271,30,16,3.181,2023,8,6,3,Sunday,317,112.66666666666667,1,0
2023-04-19,CMP1108,Twitter/X,Banner,App Installs,Asia,45-54,Male,7615,112,1.477,206.08,1.84,27.06,7,7.1,1.82,220,19,26,3.48,2023,4,19,2,Wednesday,265,29.44,1,0
2023-01-22,CMP1023,Google Ads,Story,Sales Conversion,Europe,25-34,Other,23110,658,2.848,440.86,0.67,19.08,20,3.13,0.93,310,38,26,1.618,2023,1,22,1,Sunday,374,22.043,0,0
2023-01-31,CMP1033,Google Ads,Carousel,Engagement,Asia,35-44,Other,2881,52,1.831,110.24,2.12,38.26,2,4.62,0.32,132,20,13,5.727,2023,1,31,1,Tuesday,165,55.12,0,1
2024-02-18,CMP1413,Facebook,Banner,Engagement,Africa,45-54,Female,13165,388,2.95,155.2,0.4,11.79,9,2.32,2.27,436,61,41,4.087,2024,2,18,1,Sunday,538,17.244444444444444,1,0
2024-07-07,CMP1553,Instagram,Carousel,Brand Awareness,South America,13-17,Female,7057,308,4.378,64.68,0.21,9.17,6,1.98,1.08,200,28,22,3.543,2024,7,7,3,Sunday,250,10.780000000000001,0,0
2024-08-29,CMP1607,Google Ads,Video,App Installs,Europe,45-54,Other,12414,103,0.83,71.07,0.69,5.72,0,0.91,1.05,714,128,58,7.25,2024,8,29,3,Thursday,900,0.0,0,1
2023-10-18,CMP1292,Instagram,Video,Sales Conversion,Europe,45-54,Female,17126,358,2.095,873.52,2.44,51.01,22,6.38,1.54,213,32,11,1.495,2023,10,18,4,Wednesday,256,39.70545454545454,1,0
2024-06-04,CMP1522,Twitter/X,Banner,Lead Generation,Africa,13-17,Female,9517,439,4.619,913.12,2.08,95.95,28,6.39,0.05,258,36,15,3.247,2024,6,4,2,Tuesday,309,32.61142857142857,0,0
2023-01-04,CMP1007,Google Ads,Banner,Sales Conversion,South America,45-54,Female,22310,347,1.557,485.8,1.4,21.77,20,5.9,-0.09,387,29,43,2.057,2023,1,4,1,Wednesday,459,24.29,0,0
2024-07-18,CMP1565,Google Ads,Banner,Brand Awareness,North America,25-34,Female,16536,682,4.126,661.54,0.97,40.01,37,5.45,0.93,484,89,36,3.683,2024,7,18,3,Thursday,609,17.879459459459458,0,0
2024-05-17,CMP1505,Facebook,Search,Lead Generation,Asia,13-17,Female,4715,71,1.508,18.46,0.26,3.92,1,1.52,2.3,277,66,34,7.996,2024,5,17,2,Friday,377,18.46,1,1
2024-11-20,CMP1692,TikTok,Search,Sales Conversion,Europe,35-44,Other,12137,423,3.49,190.35,0.45,15.68,20,4.76,0.01,583,71,74,5.998,2024,11,20,4,Wednesday,728,9.5175,0,1
2024-01-20,CMP1384,TikTok,Story,Sales Conversion,Oceania,35-44,Other,15394,695,4.52,1515.1,2.18,98.42,14,2.05,0.65,493,76,29,3.885,2024,1,20,1,Saturday,598,108.22142857142856,0,0
2023-11-10,CMP1316,Google Ads,Video,Engagement,South America,45-54,Other,15878,660,4.157,653.4,0.99,41.15,11,1.72,2.8,794,74,55,5.813,2023,11,10,4,Friday,923,59.4,1,1
2024-12-08,CMP1707,LinkedIn,Video,Sales Conversion,Europe,45-54,Male,4425,42,0.951,57.96,1.38,13.1,2,5.99,2.45,232,24,28,6.418,2024,12,8,4,Sunday,284,28.98,1,1
2023-10-07,CMP1282,YouTube,Carousel,Sales Conversion,Oceania,55+,Other,16030,689,4.304,806.13,1.17,50.29,27,3.95,2.43,248,13,25,1.784,2023,10,7,4,Saturday,286,29.856666666666666,1,0
2023-10-13,CMP1289,Instagram,Image,Sales Conversion,Asia,45-54,Female,18103,317,1.753,101.44,0.32,5.6,14,4.58,0.72,1079,190,63,7.358,2023,10,13,4,Friday,1332,7.2457142857142856,0,1
2024-04-30,CMP1486,Google Ads,Search,Sales Conversion,South America,55+,Male,11681,476,4.079,1113.84,2.34,95.35,32,6.88,2.72,386,30,21,3.741,2024,4,30,2,Tuesday,437,34.8075,1,0
2024-01-03,CMP1367,LinkedIn,Search,Engagement,Europe,25-34,Other,17833,723,4.057,983.28,1.36,55.14,27,3.76,0.54,593,32,24,3.639,2024,1,3,1,Wednesday,649,36.41777777777778,0,0
2024-03-30,CMP1455,Facebook,Image,Lead Generation,Asia,45-54,Female,8391,238,2.846,78.54,0.33,9.36,13,5.72,2.01,457,23,34,6.126,2024,3,30,1,Saturday,514,6.041538461538462,1,1
2024-08-24,CMP1604,Facebook,Search,Sales Conversion,North America,45-54,Male,10541,68,0.651,142.8,2.1,13.55,2,3.91,1.88,530,82,53,6.309,2024,8,24,3,Saturday,665,71.4,1,1
2023-05-24,CMP1146,LinkedIn,Video,Sales Conversion,South America,18-24,Male,10691,169,1.587,182.52,1.08,17.07,6,3.94,1.83,514,49,75,5.968,2023,5,24,2,Wednesday,638,30.42,1,1
2023-01-21,CMP1023,YouTube,Story,App Installs,North America,55+,Male,4109,78,1.908,65.52,0.84,15.95,4,6.28,1.11,83,17,5,2.555,2023,1,21,1,Saturday,105,16.38,0,0
2024-03-15,CMP1443,YouTube,Search,Sales Conversion,Europe,55+,Female,3977,55,1.391,34.1,0.62,8.57,2,4.69,0.38,104,13,7,3.118,2024,3,15,1,Friday,124,17.05,0,0
2024-02-29,CMP1424,Twitter/X,Story,Engagement,Europe,45-54,Other,6916,46,0.674,22.54,0.49,3.26,0,2.08,2.63,338,30,20,5.61,2024,2,29,1,Thursday,388,0.0,1,1
2023-09-19,CMP1262,YouTube,Carousel,Sales Conversion,Africa,55+,Male,19028,673,3.537,1022.96,1.52,53.76,15,2.36,-0.22,621,112,31,4.015,2023,9,19,3,Tuesday,764,68.19733333333333,0,0
2023-04-22,CMP1115,Facebook,Banner,Lead Generation,North America,45-54,Male,11396,328,2.883,321.44,0.98,28.21,17,5.33,0.15,151,33,17,1.764,2023,4,22,2,Saturday,201,18.908235294117645,0,0
2023-05-19,CMP1138,Facebook,Story,Engagement,Oceania,18-24,Other,2471,27,1.102,57.78,2.14,23.38,1,5.81,2.4,91,16,8,4.654,2023,5,19,2,Friday,115,57.78,1,1
2023-11-19,CMP1325,TikTok,Banner,Engagement,North America,55+,Other,17869,362,2.026,557.48,1.54,31.2,19,5.35,2.6,322,23,31,2.104,2023,11,19,4,Sunday,376,29.341052631578947,1,0
2024-01-12,CMP1378,YouTube,Image,Sales Conversion,Oceania,25-34,Male,10219,410,4.016,1025.0,2.5,100.3,21,5.3,0.44,243,33,32,3.014,2024,1,12,1,Friday,308,48.80952380952381,0,0
2024-02-22,CMP1418,Twitter/X,Carousel,Sales Conversion,Asia,35-44,Other,5536,160,2.896,323.2,2.02,58.38,12,7.81,0.39,194,13,7,3.866,2024,2,22,1,Thursday,214,26.933333333333334,0,0
2023-08-17,CMP1228,TikTok,Video,Lead Generation,Asia,35-44,Other,15672,392,2.506,141.12,0.36,9.0,19,4.95,2.73,900,197,119,7.759,2023,8,17,3,Thursday,1216,7.427368421052631,1,1
2024-06-24,CMP1544,Instagram,Video,Brand Awareness,Europe,25-34,Male,13902,87,0.633,192.27,2.21,13.83,2,2.52,1.18,832,126,101,7.618,2024,6,24,2,Monday,1059,96.135,0,1
2024-12-28,CMP1728,LinkedIn,Story,Lead Generation,Africa,13-17,Other,11112,361,3.252,296.02,0.82,26.64,11,3.13,2.56,432,99,57,5.292,2024,12,28,4,Saturday,588,26.91090909090909,1,1
2023-03-14,CMP1072,Facebook,Banner,App Installs,South America,35-44,Female,12327,490,3.98,93.1,0.19,7.55,34,6.96,0.28,506,27,39,4.64,2023,3,14,1,Tuesday,572,2.738235294117647,0,1
2023-11-12,CMP1315,YouTube,Video,Engagement,Africa,55+,Other,7685,225,2.933,308.25,1.37,40.11,17,7.91,2.59,195,31,5,3.006,2023,11,12,4,Sunday,231,18.13235294117647,1,0
2023-01-15,CMP1017,TikTok,Carousel,Sales Conversion,South America,13-17,Male,8223,307,3.737,168.85,0.55,20.53,10,3.42,0.95,175,22,7,2.481,2023,1,15,1,Sunday,204,16.884999999999998,0,0
2024-09-01,CMP1613,TikTok,Story,Brand Awareness,South America,18-24,Female,22527,879,3.906,931.74,1.06,41.36,23,2.71,2.99,1240,192,100,6.801,2024,9,1,3,Sunday,1532,40.5104347826087,1,1
2024-12-22,CMP1723,TikTok,Search,Engagement,Asia,25-34,Female,6302,44,0.712,8.8,0.2,1.4,0,0.63,2.36,295,70,21,6.125,2024,12,22,4,Sunday,386,0.0,1,1
2023-01-23,CMP1024,Instagram,Banner,Sales Conversion,Africa,25-34,Other,12369,205,1.662,45.1,0.22,3.65,7,3.68,-0.02,498,112,67,5.473,2023,1,23,1,Monday,677,6.442857142857143,0,1
2024-03-14,CMP1440,YouTube,Search,Brand Awareness,Africa,35-44,Male,3619,91,2.524,94.64,1.04,26.15,7,7.78,2.76,216,32,27,7.599,2024,3,14,1,Thursday,275,13.52,1,1
2024-06-23,CMP1542,Google Ads,Video,Sales Conversion,Europe,35-44,Other,20540,425,2.073,692.75,1.63,33.73,12,2.94,-0.12,358,58,51,2.274,2024,6,23,2,Sunday,467,57.729166666666664,0,0
2023-12-23,CMP1356,Twitter/X,Carousel,App Installs,Europe,13-17,Male,17051,359,2.108,416.44,1.16,24.42,8,2.25,2.59,762,95,109,5.665,2023,12,23,4,Saturday,966,52.055,1,1
2024-07-06,CMP1553,LinkedIn,Image,App Installs,Europe,18-24,Female,11138,370,3.324,481.0,1.3,43.19,22,5.96,1.9,289,35,14,3.035,2024,7,6,3,Saturday,338,21.863636363636363,1,0
2023-12-30,CMP1367,Instagram,Banner,Sales Conversion,Asia,13-17,Male,9317,85,0.921,153.0,1.8,16.42,6,7.89,0.83,160,10,6,1.889,2023,12,30,4,Saturday,176,25.5,0,0
2023-08-28,CMP1242,LinkedIn,Video,Sales Conversion,Asia,55+,Female,4830,187,3.888,198.22,1.06,41.04,8,4.53,2.65,160,22,19,4.161,2023,8,28,3,Monday,201,24.7775,1,0
2024-04-17,CMP1475,Twitter/X,Search,Brand Awareness,North America,13-17,Male,6649,338,5.093,760.5,2.25,114.38,25,7.48,0.1,124,28,14,2.497,2024,4,17,2,Wednesday,166,30.42,0,0
